sku,name,upc,item_order,brand,brand_abbrev,brand_order,unit_price,qty_display,image_path,section,section_order,group_title,group_order,verified,category
JM409,Natural Collection Dreads/Lock Mold Cream,'021306214090,55,Isoplus,ISO,42,3.83,6oz (12/cs),pages/chemical-upc-v3/JM409.jpg,,,,,yes,Chemical
JM420,Natural Remedy Olive Oil Foaming Wrap/Set Lotion,'021306124207,28,Isoplus,ISO,42,4.24,8.5oz (12/cs),pages/chemical-upc-v3/JM420.jpg,,,,,yes,Chemical
JM426,Natural Remedy Olive Oil Sheen Conditioning Spray,'021306214267,44,Isoplus,ISO,42,3.71,7oz (12/cs),pages/chemical-upc-v3/JM426.jpg,,,,,yes,Chemical
JM070,Natural Remedy Olive Oil Sheen Conditioning Hair Spray,'021306210702,43,Isoplus,ISO,42,2.30,2oz (12/cs),pages/chemical-upc-v3/JM070.jpg,,,,,yes,Chemical
JM202,Oil Sheen Light Hair Spray With Coconut Oil,'021306122029,38,Isoplus,ISO,42,2.36,2oz (12/cs),pages/chemical-upc-v3/JM202.jpg,,,,,yes,Chemical
JM201,Coconut Oil Sheen Light Hair Spray,'021306122012,33,Isoplus,ISO,42,4.00,9oz (12/cs),pages/chemical-upc-v3/JM201.jpg,,,,,yes,Chemical
JM201,Coconut Oil Sheen Light Hair Spray,'021306122012,34,Isoplus,ISO,42,4.00,9oz (12/cs),pages/chemical-upc-v3/JM201.jpg,,,,,yes,Chemical
JM423,Tea Tree And Aloe Oil Sheen Conditioning Hair Spray,'021306214236,46,Isoplus,ISO,42,3.71,7oz (12/cs),pages/chemical-upc-v3/JM423.jpg,,,,,yes,Chemical
JM069,Natural Remedy Oil Sheen Conditioning Hair Spray,'021306210696,42,Isoplus,ISO,42,2.30,2oz (12/cs),pages/chemical-upc-v3/JM069.jpg,,,,,yes,Chemical
JM142-48,Oil Sheen Protective Hair Spray,'021306211426,36,Isoplus,ISO,42,2.24,2oz (48/cs),pages/chemical-upc-v3/JM142-48.jpg,,,,,yes,Chemical
JM050,"Hair Spray, Protective, Oil Sheen, Dramatic Shine",'021306210504,45,Isoplus,ISO,42,3.24,7oz (12/cs),,,,,,yes,Chemical
JM134,Extra Virgin Olive Oil Sheen Spray,'021306211341,47,Isoplus,ISO,42,4.12,11oz (12/cs),pages/chemical-upc-v3/JM134.jpg,,,,,yes,Chemical
JM041A,Hot Curler Thermal Spray,'021306210412,51,Isoplus,ISO,42,4.59,8oz (12/cs),pages/chemical-upc-v3/JM041A.jpg,,,,,yes,Chemical
JM085A,Spritz Designing & Holding,'021306211853,53,Isoplus,ISO,42,4.12,10oz (12/cs),pages/chemical-upc-v3/JM085A.jpg,,,,,yes,Chemical
JM092-24,Design & Hold Spritz - Original,'021306210924,49,Isoplus,ISO,42,2.65,4oz (24/cs),pages/chemical-upc-v3/JM092-24.jpg,,,,,yes,Chemical
JM089,Spritz Super Hold,'021306211938,54,Isoplus,ISO,42,4.12,10oz (12/cs),pages/chemical-upc-v3/JM089.jpg,,,,,yes,Chemical
JM094-24,Mini Spritz,'021306210948,52,Isoplus,ISO,42,2.65,4oz (24/cs),pages/chemical-upc-v3/JM094-24.jpg,,,,,yes,Chemical
JM087A,Designing & Holding Spritz Soft Hold,'021306211914,50,Isoplus,ISO,42,4.12,10oz (12/cs),pages/chemical-upc-v3/JM087A.jpg,,,,,yes,Chemical
JM093-24,Design & Hold Spritz Soft Hold,'021306210931,48,Isoplus,ISO,42,2.66,4oz (24/cs),pages/chemical-upc-v3/JM093-24.jpg,,,,,yes,Chemical
JM082-24,Wrap Lotion,'021306210825,29,Isoplus,ISO,42,2.65,4oz (24/cs),pages/chemical-upc-v3/JM082-24.jpg,,,,,yes,Chemical
JM024A,Wrap Lotion Bonus,'021306210245,30,Isoplus,ISO,42,2.94,10oz (12/cs),pages/chemical-upc-v3/JM024A.jpg,,,,,yes,Chemical
JM509,"Foaming Wrap/Set Lotion, Firm Hold",'021306215097,27,Isoplus,ISO,42,4.41,8.5oz (12/cs),pages/chemical-upc-v3/JM509.jpg,,,,,yes,Chemical
JM427,Natural Remedy Orange Cleanse Shampoo,'021306214274,6,Isoplus,ISO,42,3.25,16oz (12/cs),pages/chemical-upc-v3/JM427.jpg,,,,,yes,Chemical
JM428,Natural Remedy Orange Conditioner,'021306214281,16,Isoplus,ISO,42,3.06,16oz (12/cs),pages/chemical-upc-v3/JM428.jpg,,,,,yes,Chemical
JM056,Neutralizing Shampoo Conditioner,'021306210566,4,Isoplus,ISO,42,2.95,16oz (12/cs),pages/chemical-upc-v3/JM056.jpg,,,,,yes,Chemical
JM029,Neutralizing Shampoo + Conditioner,'021306210290,3,Isoplus,ISO,42,1.65,8oz (12/cs),pages/chemical-upc-v3/JM029.jpg,,,,,yes,Chemical
JM048,Hair Care Instant Conditioner,'021306210481,10,Isoplus,ISO,42,3.82,16oz (12/cs),pages/chemical-upc-v3/JM048.jpg,,,,,yes,Chemical
JM049,Conditioning Shampoo,'021306210498,1,Isoplus,ISO,42,2.95,16oz (12/cs),pages/chemical-upc-v3/JM049.jpg,,,,,yes,Chemical
JM132,Extra Virgin Olive Oil Shampoo,'021306211327,7,Isoplus,ISO,42,3.41,16oz (12/cs),pages/chemical-upc-v3/JM132.jpg,,,,,yes,Chemical
JM133,Extra Virgin Olive Oil Conditioner,'021306211334,17,Isoplus,ISO,42,3.41,16oz (12/cs),pages/chemical-upc-v3/JM133.jpg,,,,,yes,Chemical
JM206,Anti-Breakage Deep Repair Hair Conditioner,'021306122067,8,Isoplus,ISO,42,1.09,1.75oz,pages/chemical-upc-v3/JM206.jpg,,,,,yes,Chemical
JM203,Anti-Breakage Deep Repair Conditioner With Coconut Oil,'021306122036,9,Isoplus,ISO,42,3.29,16oz (6/cs),pages/chemical-upc-v3/JM203.jpg,,,,,yes,Chemical
JM204,Leave-In Conditioner With Coconut & Shea Butter,'021306122043,14,Isoplus,ISO,42,3.29,13.5oz (6/cs),pages/chemical-upc-v3/JM204.jpg,,,,,yes,Chemical
JM205,Deep Cleanse Shampoo With Coconut Oil & Shea Butter,'021306122050,2,Isoplus,ISO,42,3.29,13.5oz (6/cs),pages/chemical-upc-v3/JM205.jpg,,,,,yes,Chemical
JM211-6,Neutralizing Shampoo + Conditioner With Coconut Oil,'021306062110,5,Isoplus,ISO,42,2.65,16oz (6/cs),pages/chemical-upc-v3/JM211-6.jpg,,,,,yes,Chemical
JM209,Black Castor Oil Sheen Spray,'021306122098,32,Isoplus,ISO,42,4.00,9oz,pages/chemical-upc-v3/JM209.jpg,,,,,yes,Chemical
JM207,Black Castor & Coconut Hair And Scalp Therapy Oil,'021306122074,19,Isoplus,ISO,42,4.12,4oz (12/cs),pages/chemical-upc-v3/JM207.jpg,,,,,yes,Chemical
JM208-6,Black Castor Coconut Oil Hair & Scalp Conditioner,'021306122081,11,Isoplus,ISO,42,3.53,5.25oz (12/cs),pages/chemical-upc-v3/JM208-6.jpg,,,,,yes,Chemical
JM12440,Caffeine Growth Oil,'021306274407,18,Isoplus,ISO,42,4.12,4oz (12/cs),pages/chemical-upc-v3/JM12440.jpg,,,,,yes,Chemical
JM60460-6,Caffeine Anti-Thinning Serum,'021306274605,31,Isoplus,ISO,42,4.12,4oz (8/cs),pages/chemical-upc-v3/JM60460-6.jpg,,,,,yes,Chemical
JM155,100% Pure Castor Scalp Oil,'021306121558,41,Isoplus,ISO,42,3.41,4oz (12/cs),pages/chemical-upc-v3/JM155.jpg,,,,,yes,Chemical
PP29020-6,Rasta Locks Twist Locking Hair Gel,'714924290002,30,Jamaican Mango & Lime,JML,43,4.19,6oz (6/cs),pages/chemical-upc-v3/PP29020-6.jpg,,,,,yes,Chemical
PP29020-6,Locking Gel,'714924290200,23,Jamaican Mango & Lime,JML,43,4.19,6oz (6/cs),pages/chemical-upc-v3/PP29020-6.jpg,,,,,yes,Chemical
PP29050-6,Lock Gro,'714924290507,14,Jamaican Mango & Lime,JML,43,4.19,6oz (6/cs),pages/chemical-upc-v3/PP29050-6.jpg,,,,,yes,Chemical
PP29080-6,Rasta Locks Twist Locking Creme Wax,'714924290804,29,Jamaican Mango & Lime,JML,43,4.19,5.5oz (8/cs),pages/chemical-upc-v3/PP29080-6.jpg,,,,,yes,Chemical
PP29030-6,Island Scalp Oil,'714924290309,50,Jamaican Mango & Lime,JML,43,4.19,8oz,pages/chemical-upc-v3/PP29030-6.jpg,,,,,yes,Chemical
PP29066-6,Tingle Shampoo,'714924290668,4,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs),pages/chemical-upc-v3/PP29066-6.jpg,,,,,yes,Chemical
PP02258-6,Black Castor Oil Rosemary,'714924022580,47,Jamaican Mango & Lime,JML,43,5.71,4oz,pages/chemical-upc-v3/PP02258-6.jpg,,,,,yes,Chemical
PP02265-6,Black Castor Oil Papaya,'714924022658,44,Jamaican Mango & Lime,JML,43,5.71,4oz (6/cs),pages/chemical-upc-v3/PP02265-6.jpg,,,,,yes,Chemical
PP81019-6,M&L Extra Hold Braid Gel,'746817810196,25,Jamaican Mango & Lime,JML,43,5.39,8oz (6/cs),pages/chemical-upc-v3/PP81019-6.jpg,,,,,yes,Chemical
PP81016-6,Quick Easy Braid Takedown,'746817810165,64,Jamaican Mango & Lime,JML,43,5.39,8oz,pages/chemical-upc-v3/PP81016-6.jpg,,,,,no,Chemical
PP81935-24,Mango Lime - Mega Firm 5-N-1 Loc Down Gel,'746817810332,26,Jamaican Mango & Lime,JML,43,1.59,,,,,,,no,Chemical
PP81034-6,Byw Ex 5in1 Loc Down,'746817810349,63,Jamaican Mango & Lime,JML,43,8.99,,pages/chemical-upc-v3/PP81034-6.jpg,,,,,no,Chemical
PP81925-24,Mango & Lime Tingle Shampoo,'746817819250,2,Jamaican Mango & Lime,JML,43,1.59,2oz,pages/chemical-upc-v3/PP81925-24.jpg,,,,,no,Chemical
PP81926-24,Protein Conditioner,'746817819267,11,Jamaican Mango & Lime,JML,43,1.59,,pages/chemical-upc-v3/PP81926-24.jpg,,,,,no,Chemical
PP81928-24,Byw Dry Wash,'746817819281,6,Jamaican Mango & Lime,JML,43,1.59,,pages/chemical-upc-v3/PP81928-24.jpg,,,,,no,Chemical
PP81929-24,Island Oil,'746817819298,49,Jamaican Mango & Lime,JML,43,1.59,,pages/chemical-upc-v3/PP81929-24.jpg,,,,,no,Chemical
PP81932-24,No More Itch Gro Spray #103,'746817819328,17,Jamaican Mango & Lime,JML,43,1.59,2oz,pages/chemical-upc-v3/PP81932-24.jpg,,,,,no,Chemical
PP81987-6,Boho Detangler Leave In Conditioner,'746817819786,7,Jamaican Mango & Lime,JML,43,5.39,,pages/chemical-upc-v3/PP81987-6.jpg,,,,,no,Chemical
PP29010-6,Locking Gel,'714924290101,24,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs),pages/chemical-upc-v3/PP29010-6.jpg,,,,,yes,Chemical
PP29093-6,"Rasta Locking Gel, Resistant Formula",'714924290934,28,Jamaican Mango & Lime,JML,43,4.19,6oz (6/cs),pages/chemical-upc-v3/PP29093-6.jpg,,,,,yes,Chemical
PP29302-6,Resistant Formula Locking Hair Gel,'714924293027,33,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs),pages/chemical-upc-v3/PP29302-6.jpg,,,,,yes,Chemical
PP29055-6,Lock Gro,'714924290552,15,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs),pages/chemical-upc-v3/PP29055-6.jpg,,,,,yes,Chemical
PP29085-6,Locking Creme Wax,'714924290859,22,Jamaican Mango & Lime,JML,43,6.48,13.5oz (6/cs),pages/chemical-upc-v3/PP29085-6.jpg,,,,,yes,Chemical
PP29401-6,Resistant Formula Locking Firm Wax,'714924294017,31,Jamaican Mango & Lime,JML,43,4.19,6oz (6/cs),pages/chemical-upc-v3/PP29401-6.jpg,,,,,yes,Chemical
PP29402-6,Resistant Formula Locking Firm Wax,'714924294024,32,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs),pages/chemical-upc-v3/PP29402-6.jpg,,,,,yes,Chemical
PP29407-6,Shea Butter Conditioning Shine,'714924294079,60,Jamaican Mango & Lime,JML,43,4.19,5.5oz (6/cs),pages/chemical-upc-v3/PP29407-6.jpg,,,,,yes,Chemical
PP29405-6,No More Itch Cool Scalp Braid Twist Lock Gel,'714924294055,27,Jamaican Mango & Lime,JML,43,4.19,222g (6/cs),pages/chemical-upc-v3/PP29405-6.jpg,,,,,yes,Chemical
PP29097-6,Cactus Gro Treatment,'714924290972,13,Jamaican Mango & Lime,JML,43,4.19,6oz (6/cs),pages/chemical-upc-v3/PP29097-6.jpg,,,,,yes,Chemical
PP29098-6,Cactus Oil Serum,'714924290989,36,Jamaican Mango & Lime,JML,43,4.19,4oz,pages/chemical-upc-v3/PP29098-6.jpg,,,,,yes,Chemical
PP29095-6,Cactus Oil,'714924290958,35,Jamaican Mango & Lime,JML,43,4.19,4oz,pages/chemical-upc-v3/PP29095-6.jpg,,,,,yes,Chemical
PP29304-6,Shine Aloe,'714924293041,65,Jamaican Mango & Lime,JML,43,5.65,4oz (6/cs),pages/chemical-upc-v3/PP29304-6.jpg,,,,,yes,Chemical
PP29060-6,Tingle Shampoo,'714924290606,3,Jamaican Mango & Lime,JML,43,4.19,410g (6/cs),pages/chemical-upc-v3/PP29060-6.jpg,,,,,yes,Chemical
PP29070-6,Protein Conditioner,'714924290705,12,Jamaican Mango & Lime,JML,43,4.19,(6/cs),pages/chemical-upc-v3/PP29070-6.jpg,,,,,yes,Chemical
PP29076-6,Protein Conditioner,'714924290767,10,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs),pages/chemical-upc-v3/PP29076-6.jpg,,,,,yes,Chemical
PP29096-6,Cactus Leave In Moisturizer,'714924290965,8,Jamaican Mango & Lime,JML,43,4.19,8oz (6/cs),pages/chemical-upc-v3/PP29096-6.jpg,,,,,yes,Chemical
PP29094-6,Shea Butter Lotion,'714924290941,61,Jamaican Mango & Lime,JML,43,4.19,8oz (6/cs),pages/chemical-upc-v3/PP29094-6.jpg,,,,,yes,Chemical
PP29404-6,Braid Twist Remover,'714924294048,57,Jamaican Mango & Lime,JML,43,5.73,8oz (6/cs),pages/chemical-upc-v3/PP29404-6.jpg,,,,,yes,Chemical
PP29040-6,Rasta No More Itch Gro Spray,'714924290408,19,Jamaican Mango & Lime,JML,43,4.19,8oz (6/cs),pages/chemical-upc-v3/PP29040-6.jpg,,,,,yes,Chemical
PP29042-6,No More Itch Gro Spray,'714924290422,16,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs),pages/chemical-upc-v3/PP29042-6.jpg,,,,,yes,Chemical
PP29041-6,Maximum Relief No More Itch Spray Mentholated,'714924290415,58,Jamaican Mango & Lime,JML,43,4.19,8oz (6/cs),pages/chemical-upc-v3/PP29041-6.jpg,,,,,yes,Chemical
PP29043-6,No More Itch Gro Spray Maximum Relief,'714924290439,18,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs),pages/chemical-upc-v3/PP29043-6.jpg,,,,,yes,Chemical
PP29300-6,Lock Set Styling Lotion,'714924293003,59,Jamaican Mango & Lime,JML,43,4.19,8oz,pages/chemical-upc-v3/PP29300-6.jpg,,,,,yes,Chemical
PP29406-6,Sproil Spray Oil For Hair,'714924294062,55,Jamaican Mango & Lime,JML,43,4.19,6oz (6/cs),pages/chemical-upc-v3/PP29406-6.jpg,,,,,yes,Chemical
PP29409-6,Braid Twist Lock Gel,'714924294093,20,Jamaican Mango & Lime,JML,43,6.48,16oz (6/cs),pages/chemical-upc-v3/PP29409-6.jpg,,,,,yes,Chemical
PP29420-6,Black Wax,'714924294208,34,Jamaican Mango & Lime,JML,43,4.19,233g (6/cs),pages/chemical-upc-v3/PP29420-6.jpg,,,,,yes,Chemical
PP02255-6,"Pure Castor Oil, Black, Original",'714924022559,54,Jamaican Mango & Lime,JML,43,5.71,4oz (6/cs),pages/chemical-upc-v3/PP02255-6.jpg,,,,,yes,Chemical
PP02256-6,Black Castor Oil Extra Dark,'714924022566,38,Jamaican Mango & Lime,JML,43,5.71,4oz (8/cs),pages/chemical-upc-v3/PP02256-6.jpg,,,,,yes,Chemical
PP02257-6,Black Castor Oil Lavender,'714924022573,41,Jamaican Mango & Lime,JML,43,5.71,4oz (8/cs),pages/chemical-upc-v3/PP02257-6.jpg,,,,,yes,Chemical
PP02261-6,"Black Castor Oil, Pure Coconut",'714924022610,46,Jamaican Mango & Lime,JML,43,5.71,4oz (6/cs),pages/chemical-upc-v3/PP02261-6.jpg,,,,,yes,Chemical
PP02262-6,Black Castor Oil Sulfate Free Shampoo,'714924022627,1,Jamaican Mango & Lime,JML,43,4.99,8oz (8/cs),pages/chemical-upc-v3/PP02262-6.jpg,,,,,yes,Chemical
PP02263-6,Black Castor Oil Conditioner,'714924022634,9,Jamaican Mango & Lime,JML,43,4.99,(6/cs),pages/chemical-upc-v3/PP02263-6.jpg,,,,,yes,Chemical
PP02286-6,Black Castor Oil,'714924022863,39,Jamaican Mango & Lime,JML,43,5.71,4oz,pages/chemical-upc-v3/PP02286-6.jpg,,,,,yes,Chemical
PP02206-6,"Jamaican & Black Castor Oil, Argan",'746817820065,51,Jamaican Mango & Lime,JML,43,3.36,2oz (24/cs),pages/chemical-upc-v3/PP02206-6.jpg,,,,,yes,Chemical
PP02206-6,"Jamaican & Black Castor Oil, Argan",'746817820065,52,Jamaican Mango & Lime,JML,43,3.36,2oz (24/cs),pages/chemical-upc-v3/PP02206-6.jpg,,,,,yes,Chemical
PP02287-6,Jam. Black Castor Oil Amla,'714924022870,21,Jamaican Mango & Lime,JML,43,5.71,4oz (6/cs),pages/chemical-upc-v3/PP02287-6.jpg,,,,,yes,Chemical
PP02288-6,Black Castor Oil Lemon Grass,'714924022887,42,Jamaican Mango & Lime,JML,43,5.71,4oz (8/cs),pages/chemical-upc-v3/PP02288-6.jpg,,,,,yes,Chemical
PP02289-6,M&L Black Castor Oil Tea Tree,'714924022894,53,Jamaican Mango & Lime,JML,43,5.71,118ml (6/cs),pages/chemical-upc-v3/PP02289-6.jpg,,,,,yes,Chemical
PP02295-6,"Black Castor Oil, Peppermint",'714924022955,45,Jamaican Mango & Lime,JML,43,5.71,4oz (6/cs),,,,,,yes,Chemical
PP02200-6,"Black Castor Oil, Original",'746817820003,43,Jamaican Mango & Lime,JML,43,3.36,2oz (4/cs),pages/chemical-upc-v3/PP02200-6.jpg,,,,,yes,Chemical
PP02201-6,Black Castor Oil Extra Dark,'746817820010,37,Jamaican Mango & Lime,JML,43,3.36,2oz (4/cs),pages/chemical-upc-v3/PP02201-6.jpg,,,,,yes,Chemical
PP02202-6,Black Castor Oil Coconut,'746817820027,40,Jamaican Mango & Lime,JML,43,3.18,2oz (4/cs),pages/chemical-upc-v3/PP02202-6.jpg,,,,,yes,Chemical
PP81017-6,Braids Your Way! Braid Refresher,'746817810172,62,Jamaican Mango & Lime,JML,43,5.39,344g,pages/chemical-upc-v3/PP81017-6.jpg,,,,,yes,Chemical
PP81018-6,Braids Your Way Foam Refresh Dry Wash,'746817810189,5,Jamaican Mango & Lime,JML,43,5.39,8oz (6/cs),pages/chemical-upc-v3/PP81018-6.jpg,,,,,yes,Chemical
PP02259-6,Black Castor Oil Skin Hair Butter,'714924022597,48,Jamaican Mango & Lime,JML,43,6.00,6oz,,,,,,no,Chemical
PP02296-6,Vitamins A D E Black Castor Oil,'714924022962,56,Jamaican Mango & Lime,JML,43,5.71,4oz (6/cs),pages/chemical-upc-v3/PP02296-6.jpg,,,,,yes,Chemical
SOJ37400-6,Texture Softener System,'802535374003,20,Just For Me,JFM,44,5.99,(6/cs),pages/chemical-upc-v3/SOJ37400-6.jpg,,,,,yes,Chemical
SOJ37200-6,No Lye Conditioning Creme Relaxer Kit Regular,'802535372009,1,Just For Me,JFM,44,5.25,(6/cs),pages/chemical-upc-v3/SOJ37200-6.jpg,,,,,yes,Chemical
SOJ37300-6,No-lye Conditioning Creme Relaxer Super Kit,'802535373006,2,Just For Me,JFM,44,5.25,226g,pages/chemical-upc-v3/SOJ37300-6.jpg,,,,,yes,Chemical
SOJ36013-6,"Shampoo, Sulfate-Free Moisturesoft, Natural Hair Milk",'802535360136,4,Just For Me,JFM,44,4.41,13.5oz (6/cs),pages/chemical-upc-v3/SOJ36013-6.jpg,,,,,yes,Chemical
SOJ36213-6,Natural Hair Milk Silkening Conditioner,'802535362130,8,Just For Me,JFM,44,4.41,13.5oz (6/cs),pages/chemical-upc-v3/SOJ36213-6.jpg,,,,,yes,Chemical
SOJ36710-6,Natural Hair Milk Oil Moisturizing Lotion,'802535367104,11,Just For Me,JFM,44,4.39,10oz (6/cs),pages/chemical-upc-v3/SOJ36710-6.jpg,,,,,yes,Chemical
SOJ37008-6,Natural Hair Milk Curl Smoother,'802535370081,17,Just For Me,JFM,44,4.42,9oz (6/cs),pages/chemical-upc-v3/SOJ37008-6.jpg,,,,,yes,Chemical
SOJ36606-6,Hair Milk Soothing Scalp Balm Jar,'802535366060,19,Just For Me,JFM,44,4.39,6oz (6/cs),pages/chemical-upc-v3/SOJ36606-6.jpg,,,,,yes,Chemical
SOJ36906-6,Natural Hair Milk Smoothing Edges Creme,'802535369061,18,Just For Me,JFM,44,4.41,6oz (6/cs),pages/chemical-upc-v3/SOJ36906-6.jpg,,,,,yes,Chemical
SOJ36310-6,Natural Hair Milk Hydrate & Protect Leave-in Conditioner,'802535363106,6,Just For Me,JFM,44,4.41,10oz (6/cs),pages/chemical-upc-v3/SOJ36310-6.jpg,,,,,yes,Chemical
SOJ36310-6,Natural Hair Milk Leave in Detangler,'802535365100,7,Just For Me,JFM,44,4.41,295ml (6/cs),pages/chemical-upc-v3/SOJ36310-6.jpg,,,,,yes,Chemical
SOJ433878-6,Curl Peace Ultimate Detangling Shampoo,'802535433878,3,Just For Me,JFM,44,4.34,12oz (6/cs),pages/chemical-upc-v3/SOJ433878-6.jpg,,,,,yes,Chemical
SOJ907188-6,Curl Peace Ultimate Detangling Conditioner,'802535907188,5,Just For Me,JFM,44,4.34,12oz (6/cs),pages/chemical-upc-v3/SOJ907188-6.jpg,,,,,yes,Chemical
SOJ299856-6,Curl Peace Kids 5-in-1 Wonder Spray,'802535299856,13,Just For Me,JFM,44,4.34,8oz (6/cs),pages/chemical-upc-v3/SOJ299856-6.jpg,,,,,yes,Chemical
SOJ357518-6,Defining Curl Coil Cream,'802535357518,16,Just For Me,JFM,44,4.41,12oz (6/cs),pages/chemical-upc-v3/SOJ357518-6.jpg,,,,,yes,Chemical
SOJ874435-6,Curl Peace Tender Head Detangling Treatment,'802535874435,9,Just For Me,JFM,44,4.34,12oz (6/cs),pages/chemical-upc-v3/SOJ874435-6.jpg,,,,,yes,Chemical
SOJ902855-6,Curl Peace Nourishing Hair & Scalp Butter,'802535902855,15,Just For Me,JFM,44,4.34,4oz (6/cs),pages/chemical-upc-v3/SOJ902855-6.jpg,,,,,yes,Chemical
SOJ655034-6,Curl Peace Braiding & Twisting Grip Glaze - 156gr,'802535655034,12,Just For Me,JFM,44,4.34,5.5oz (6/cs),pages/chemical-upc-v3/SOJ655034-6.jpg,,,,,yes,Chemical
SOJ570863-6,Curl Peace Kids Smoothing Ponytail & Edge Control,'802535570863,10,Just For Me,JFM,44,,5.5oz (6/cs),pages/chemical-upc-v3/SOJ570863-6.jpg,,,,,yes,Chemical
SOJ666504-6,Curl Peace Nourishing & Defining Slime Styler,'802535666504,14,Just For Me,JFM,44,4.34,12oz (6/cs),pages/chemical-upc-v3/SOJ666504-6.jpg,,,,,yes,Chemical
CM04321,"Easy Comb-in Gray Hair Color With Applicator, Rich Black, A-65",'011509010797,10,Just For Men,JFM,45,7.29,,pages/chemical-upc-v3/CM04321.jpg,,,,,no,Chemical
CM04943,Original Formula Darkest Brown/Black Hair Colour,'011509011800,13,Just For Men,JFM,45,7.29,,pages/chemical-upc-v3/CM04943.jpg,,,,,no,Chemical
CM04319,"Easy Comb-In Color, Hair Coloring With Comb Applicator - Darkest Brown, A-50",'011509043191,11,Just For Men,JFM,45,7.29,,pages/chemical-upc-v3/CM04319.jpg,,,,,no,Chemical
CM04944,"Original Formula Men's Hair Color, Deep Dark Brown",'011509049445,6,Just For Men,JFM,45,7.29,,pages/chemical-upc-v3/CM04944.jpg,,,,,no,Chemical
CM04931,Shampoo-in Color Gray Hair Coloring H-50 Darkest Brown,'011509049315,2,Just For Men,JFM,45,7.29,(12/cs),,,,,,yes,Chemical
CM04936,Shampoo in Hair Color H-60 Jet Black,'011509049360,3,Just For Men,JFM,45,7.29,(12/cs),pages/chemical-upc-v3/CM04936.jpg,,,,,yes,Chemical
CM04935,Real Black H 55 Shampoo in Color,'011509049353,1,Just For Men,JFM,45,7.29,(12/cs),pages/chemical-upc-v3/CM04935.jpg,,,,,yes,Chemical
CM04942,"Shampoo in Color, Rich Dark Brown H 47",'011509049421,4,Just For Men,JFM,45,7.29,(12/cs),pages/chemical-upc-v3/CM04942.jpg,,,,,yes,Chemical
CM04901,Mustache & Beard #M-50 Darkest Brown Color Gel,'011509049018,9,Just For Men,JFM,45,10.29,(12/cs),pages/chemical-upc-v3/CM04901.jpg,,,,,yes,Chemical
CM04906,"Color Gel Mustache, Beard & Sideburns 115 Jet Black",'011509049063,7,Just For Men,JFM,45,10.29,(12/cs),pages/chemical-upc-v3/CM04906.jpg,,,,,yes,Chemical
CM04905,Mustache & Beard Color Gel - Real Black,'011509049056,8,Just For Men,JFM,45,10.29,(12/cs),pages/chemical-upc-v3/CM04905.jpg,,,,,yes,Chemical
CM04912,Mustache & Beard Rich Dark Brown,'011509049124,15,Just For Men,JFM,45,10.29,(12/cs),pages/chemical-upc-v3/CM04912.jpg,,,,,yes,Chemical
CM04913,"Mustache & Beard Brush-in Color, Deep Dark Brown M-46",'011509049131,5,Just For Men,JFM,45,10.29,(12/cs),pages/chemical-upc-v3/CM04913.jpg,,,,,yes,Chemical
CM04313,Real Black A 55 Easy Comb in Color,'011509043139,14,Just For Men,JFM,45,7.29,(12/cs),pages/chemical-upc-v3/CM04313.jpg,,,,,yes,Chemical
CM04320,Easy Comb-in Color Gray Hair Coloring with Comb Applicator Jet Black A-60,'011509043207,12,Just For Men,JFM,45,7.29,,pages/chemical-upc-v3/CM04320.jpg,,,,,yes,Chemical
CM04105,"Women's Minute Permanent Hair Color, Black Noir",'011509041050,4,Just 5,J5,46,6.59,(12/cs),pages/chemical-upc-v3/CM04105.jpg,,,,,yes,Chemical
CM04131,"Women's Minute Permanent Hair Color, Darkest Brown",'011509041319,2,Just 5,J5,46,6.59,(12/cs),pages/chemical-upc-v3/CM04131.jpg,,,,,yes,Chemical
CM04132,"Women's Minute Permanent Hair Color, Jet Black",'011509041326,3,Just 5,J5,46,6.59,(12/cs),pages/chemical-upc-v3/CM04132.jpg,,,,,yes,Chemical
CM04130,5-Min for Women Permanent Hair Color Rich Auburn,'011509041302,1,Just 5,J5,46,6.59,(12/cs),pages/chemical-upc-v3/CM04130.jpg,,,,,yes,Chemical
CM04133,"Women's Minute Permanent Hair Color, Rich Black",'011509041333,5,Just 5,J5,46,6.59,(12/cs),pages/chemical-upc-v3/CM04133.jpg,,,,,yes,Chemical
KLD2326,Miracle Drops / Original,'856633008001,4,Kaleidoscope,KAL,47,11.29,2oz (12/cs),pages/chemical-upc-v3/KLD2326.jpg,,,,,yes,Chemical
KLD2262,Da Brat So Slick Braid Grip Hair Gel,'850036862062,3,Kaleidoscope,KAL,47,9.99,8oz,pages/chemical-upc-v3/KLD2262.jpg,,,,,no,Chemical
KLD0080-6,Miracle Drops Shampoo,'856633008865,1,Kaleidoscope,KAL,47,7.99,,pages/chemical-upc-v3/KLD0080-6.jpg,,,,,no,Chemical
