sku,name,upc,item_order,brand,brand_abbrev,brand_order,unit_price,qty_display
SOJ666504-6,Curl Peace Nourishing & Defining Slime Styler,'802535666504,14,Just For Me,JFM,44,4.34,12oz (6/cs)
CM04321,"Easy Comb-in Gray Hair Color With Applicator, Rich Black, A-65",'011509010797,10,Just For Men,JFM,45,7.29,
CM04943,Original Formula Darkest Brown/Black Hair Colour,'011509011800,13,Just For Men,JFM,45,7.29,
CM04319,"Easy Comb-In Color, Hair Coloring With Comb Applicator - Darkest Brown, A-50",'011509043191,11,Just For Men,JFM,45,7.29,
CM04944,"Original Formula Men's Hair Color, Deep Dark Brown",'011509049445,6,Just For Men,JFM,45,7.29,
CM04931,Shampoo-in Color Gray Hair Coloring H-50 Darkest Brown,'011509049315,2,Just For Men,JFM,45,7.29,(12/cs)
CM04936,Shampoo in Hair Color H-60 Jet Black,'011509049360,3,Just For Men,JFM,45,7.29,(12/cs)
CM04935,Real Black H 55 Shampoo in Color,'011509049353,1,Just For Men,JFM,45,7.29,(12/cs)
CM04942,"Shampoo in Color, Rich Dark Brown H 47",'011509049421,4,Just For Men,JFM,45,7.29,(12/cs)
CM04901,Mustache & Beard #M-50 Darkest Brown Color Gel,'011509049018,9,Just For Men,JFM,45,10.29,(12/cs)
CM04906,"Color Gel Mustache, Beard & Sideburns 115 Jet Black",'011509049063,7,Just For Men,JFM,45,10.29,(12/cs)
CM04905,Mustache & Beard Color Gel - Real Black,'011509049056,8,Just For Men,JFM,45,10.29,(12/cs)
CM04912,Mustache & Beard Rich Dark Brown,'011509049124,15,Just For Men,JFM,45,10.29,(12/cs)
CM04913,"Mustache & Beard Brush-in Color, Deep Dark Brown M-46",'011509049131,5,Just For Men,JFM,45,10.29,(12/cs)
CM04313,Real Black A 55 Easy Comb in Color,'011509043139,14,Just For Men,JFM,45,7.29,(12/cs)
CM04320,Easy Comb-in Color Gray Hair Coloring with Comb Applicator Jet Black A-60,'011509043207,12,Just For Men,JFM,45,7.29,
CM04105,"Women's Minute Permanent Hair Color, Black Noir",'011509041050,4,Just 5,J5,46,6.59,(12/cs)
CM04131,"Women's Minute Permanent Hair Color, Darkest Brown",'011509041319,2,Just 5,J5,46,6.59,(12/cs)
CM04132,"Women's Minute Permanent Hair Color, Jet Black",'011509041326,3,Just 5,J5,46,6.59,(12/cs)
CM04130,5-Min for Women Permanent Hair Color Rich Auburn,'011509041302,1,Just 5,J5,46,6.59,(12/cs)
CM04133,"Women's Minute Permanent Hair Color, Rich Black",'011509041333,5,Just 5,J5,46,6.59,(12/cs)
KLD2326,Miracle Drops / Original,'856633008001,4,Kaleidoscope,KAL,47,11.29,2oz (12/cs)
KLD2262,Da Brat So Slick Braid Grip Hair Gel,'850036862062,3,Kaleidoscope,KAL,47,9.99,8oz
KLD0080-6,Miracle Drops Shampoo,'856633008865,1,Kaleidoscope,KAL,47,7.99,
KLD00809-6,Miracle Drops Conditioner,'856633008872,2,Kaleidoscope,KAL,47,7.99,
KLD2327,Miracle Drops Extra Strength,'856633008605,5,Kaleidoscope,KAL,47,11.29,2oz
AG54502-6,Curl Max Twisty Curly Spray,'074208545021,3,Lekair,LIA,48,4.71,8oz
KL9737,Locs Braids & Edges Gel,'0743690397370,2,Lekair,LIA,48,3.95,8oz
KL9665-6,Cholesterol Plus Strengthening & Conditioning Cream,'743690396656,1,Lekair,LIA,48,3.39,24oz (8/cs)
AT61557-6,Shining & Conditioning Gel Regular Hold,'072790615573,2,Let's Jam,LJ,49,5.49,14oz (6/cs)
AT61555-6B,Shining & Conditioning Gel - Regular Hold,'072790790577,1,Let's Jam,LJ,49,,4oz (6/cs)
AT61566-6,"Shining and Conditioning Hair Gel, Extra Hold",'072790615665,3,Let's Jam,LJ,49,5.49,14oz (6/cs)
AT61565-6,Shining & Conditioning Gel - Extra Hold,'072790790584,4,Let's Jam,LJ,49,2.79,
KL373-6,Activator Gel Regular,'070596003730,1,Long Aid,LAI,50,5.35,2.4oz (24/cs)
AM10368-6,Curl Activator Gel Extra Dry,'077312103682,2,Long Aid,LAI,50,6.18,32oz (6/cs)
LRL370,Quick Blue Bleach Powder Packet,'657201080081,3,L'Oreal,LOR,51,,1oz
LRL50024,"Excellence Hicolor, Red Magenta Highlights",'657201051012,2,L'Oreal,LOR,51,4.29,1.2oz (12/cs)
LRL109,"Effasol Color Remover, Leaves Hair Ready For Recoloring, 1 Packet",'657201080043,1,L'Oreal,LOR,51,3.59,
RL44839,Milk & Honey Refine Me Curl Defining Mousse,'075724448391,8,Lottabody,LOT,52,3.53,207ml
RL013008,Setting Lotion Concentrated Formula,'075724130081,9,Lottabody,LOT,52,4.33,226g
RL013016,Setting Lotion Concentrated Formula,'075724130166,10,Lottabody,LOT,52,5.99,15oz (12/cs)
RL013032,Setting Lotion Concentrated Formula,'075724130326,11,Lottabody,LOT,52,7.76,32oz (12/cs)
RL08399,Coconut Shea Oils Moisturize Me Curl And Style Milk,'075724083998,13,Lottabody,LOT,52,3.10,236ml (12/cs)
RL08401,Coconut & Shea Oils Control Me Edge Gel,'075724084018,3,Lottabody,LOT,52,2.74,2.25oz (6/cs)
RL18305,"Coconut Oil And Shea Wrap Me Foaming Curl Mousse, Creates Soft Wraps, Hair Mousse For Curly Hair, Defines Curls, Anti Frizz",'075724183056,7,Lottabody,LOT,52,3.09,7oz
RL631083,Style Me Texturizing Setting Lotion,'075724631083,12,Lottabody,LOT,52,2.34,8oz (12/cs)
RL19903,Love Me 5 In 1 Miracle Styling Creme,'075724199033,16,Lottabody,LOT,52,3.10,5.1oz (12/cs)
RL43558,Coconut & Shea Oils Control Me Edge Gel Black,'075724435582,4,Lottabody,LOT,52,3.08,2.25oz (12/cs)
RL47463,Coconut & Shea Oils Control Me Edge Gel [24HR],'075724474635,5,Lottabody,LOT,52,2.82,2.25oz (2/cs)
RL44834,Milk Honey Restore Me Cream Shampoo,'075724448346,1,Lottabody,LOT,52,3.17,10.1oz (12/cs)
RL44837,Milk & Honey Nourish Me Leave In Conditioner,'075724448377,2,Lottabody,LOT,52,3.53,8oz (12/cs)
RL00231,Milk & Honey Elongate Me Curl Stretcher,'075724002319,15,Lottabody,LOT,52,3.38,10.5oz (12/cs)
RL00230,Milk & Honey Hold Me Max Styling Gel,'075724002302,6,Lottabody,LOT,52,3.38,8.4oz (12/cs)
RL00232,Milk Honey Boost Me Curl Boosting Smoothie,'075724002326,14,Lottabody,LOT,52,3.38,5.1oz (12/cs)
LT32021,Skin Ointment,'852113001227,1,Lucky Tiger,LTI,53,6.39,4oz (12/cs)
AG54506-6,Max Curl Activator Moisturizer,'074208545069,1,Lustra Silk,LUS,54,4.71,20oz (6/cs)
CR18-6,SoftSheen Carson Light Fresh Scent Razorless Regular Strength For Normal Beards Cream Shave,'072790000188,3,Magic,MAG,55,4.26,6oz (6/cs)
CR21-6,Razorless Cream Shave Hair Removal Depilatory For Smooth Bald Head Maintenance,'072790000218,2,Magic,MAG,55,4.26,6oz (6/cs)
CR20-6,"Cream Shave, Razorless, Extra Strength, For Coarse Hair",'075285008270,1,Magic,MAG,55,4.26,6oz (6/cs)
CR12-6,SoftSheen-Carson Platinum Shaving Powder Skin Conditioning Aloe And Vitamin E,'072790000126,7,Magic,MAG,55,3.15,4.5oz (6/cs)
CR15-6,"Shave Carson Regular Strength Shaving Powder, Blue",'072790000157,5,Magic,MAG,55,3.15,5oz (6/cs)
CR11-6,Shave Shaving Powder Depilatory Fragrant,'072790000119,6,Magic,MAG,55,3.15,4.5oz (6/cs)
CR7800-24,Grooming Beard Filler Natural Black,'075285216361,4,Magic,MAG,55,5.89,1.5ml
SA54203-6,Herbal Gro Conditioner,'071409542033,22,Mane 'N Tail,MTA,56,6.89,27.05oz
SA54204-6,Color Protect Shampoo,'071409542040,4,Mane 'N Tail,MTA,56,6.89,27.05oz
SA54205-6,Color Protect Conditioner,'071409542057,17,Mane 'N Tail,MTA,56,6.89,27.05oz
SA54221-4,"Micellar Shampoo Biotin Infused, Coconut Oil",'071409542217,12,Mane 'N Tail,MTA,56,5.63,11.2oz
SA54225-4,Biotin Infused Micellar Conditioner,'071409542255,16,Mane 'N Tail,MTA,56,5.63,
SA54300-6,Gentle Clarifying Shampoo,'071409543009,8,Mane 'N Tail,MTA,56,4.09,355ml
SA54303-6,Replenish Conditioner,'071409543036,25,Mane 'N Tail,MTA,56,4.09,
SA54430-24,Mane 'n Deep Moisturizing Shampoo,'071409544303,11,Mane 'N Tail,MTA,56,1.09,60ml
SA54431-24,Mane Hair Conditioner Deep Moisturizing,'071409544310,24,Mane 'N Tail,MTA,56,1.09,60ml
SA54370-6,Braid Sheen Spray,'071409543702,29,Mane 'N Tail,MTA,56,5.33,12oz (6/cs)
SA54344-6,Detangling Hair Treatment Spray,'071409543443,27,Mane 'N Tail,MTA,56,4.69,12oz (6/cs)
SA54416-24,Shampoo,'071409544167,14,Mane 'N Tail,MTA,56,1.09,2oz (24/cs)
SA54417-24,Moisturizer – Texturizer Conditioner,'071409544174,1,Mane 'N Tail,MTA,56,1.09,60ml (24/cs)
SA54321-6,And Body Original Shampoo,'071409543214,2,Mane 'N Tail,MTA,56,4.09,12oz (8/cs)
SA54322-6,Straight Arrow Original Conditioner,'071409543221,26,Mane 'N Tail,MTA,56,4.09,12oz (8/cs)
SA54364-6,And Body Original Shampoo,'071409543641,3,Mane 'N Tail,MTA,56,6.89,32oz (8/cs)
SA54365-6,"Conditioner, Original",'071409543658,19,Mane 'N Tail,MTA,56,6.89,32oz
SA54329-6,"Shampoo, The Original, Provitamin B5, Deep Moisture",'071409543290,15,Mane 'N Tail,MTA,56,4.09,12oz
SA54325-6,"Conditioner, The Original, Provitamin B5, Deep Moisture",'071409543252,20,Mane 'N Tail,MTA,56,4.09,12oz (6/cs)
SA54200-6,Deep Moisturizing Shampoo,'071409542002,7,Mane 'N Tail,MTA,56,6.89,27oz (6/cs)
SA54200-6,Deep Moisturizing Conditioner,'071409542019,21,Mane 'N Tail,MTA,56,6.89,27oz (6/cs)
SA54334-6,Hair Dressing,'071409543344,28,Mane 'N Tail,MTA,56,3.99,5.5oz (6/cs)
SA54307-6,Herbal Gro Hair Shampoo,'071409543078,9,Mane 'N Tail,MTA,56,4.09,12oz (6/cs)
SA54310-6,Herbal Gro Conditioner,'071409543108,23,Mane 'N Tail,MTA,56,4.09,12oz (6/cs)
SA54202-6,Herbal Gro Shampoo,'071409542026,10,Mane 'N Tail,MTA,56,6.89,27oz (6/cs)
SA74400-6,Color Protect Shampoo,'071409744000,5,Mane 'N Tail,MTA,56,4.09,12oz (6/cs)
SA74403-6,Color Protect Conditioner,'071409744031,18,Mane 'N Tail,MTA,56,4.09,12oz (6/cs)
SA54441-6,Daily Control 2 In 1 Anti-Dandruff Shampoo And Conditioner,'071409544419,6,Mane 'N Tail,MTA,56,4.85,12oz (8/cs)
SA54232-4,Repair Replenish Shampoo 11.2 Fl,'071409542323,13,Mane 'N Tail,MTA,56,5.44,11.2oz
MIE606-6,Organics Babassu Oil Conditioning Sulfate-Free Shampoo,'854102006060,2,Mielle,MIE,57,8.60,8oz
MIE214-6,Avocado & Tamanu Anti-Frizz Slip & Seal Leave-In Conditioner,'850035582145,6,Mielle,MIE,57,8.60,8oz
MIE217-6,Organics Avocado & Tamanu Anti-Frizz Curl Perfector,'850035582176,30,Mielle,MIE,57,8.60,
MIE218-6,Avocado & Tamanu Anti-Frizz Stay Straight Serum,'850035582183,26,Mielle,MIE,57,8.60,6oz
MIE219-6,Organics Avocado & Tamanu Anti-Frizz Shampoo,'850035582190,1,Mielle,MIE,57,8.60,12oz
MIE220-6,Organics Avocado & Tamanu Anti-Frizz Conditioner,'850035582206,8,Mielle,MIE,57,8.60,12oz
MIE586-6,Organics Rosemary Mint Strengthening Leave-In Conditioner,'850001265867,17,Mielle,MIE,57,6.62,
MIE672.24,Organics Mongongo Oil Hydrating Conditioner,'854102006725,10,Mielle,MIE,57,,1.75oz
MIE675,Organics Rosemary Mint Strengthening Edge Gel,'854102006756,23,Mielle,MIE,57,4.63,2oz
MIE605-6,Organics Babassu Oil Mint Deep Conditioner 8 Fl,'854102006053,9,Mielle,MIE,57,9.25,
MIE619-6,Organics White Peony Leave In Conditioner,'854102006190,11,Mielle,MIE,57,8.60,8oz (6/cs)
MIE618-6,Organics Mint Almond Oil For Healthy Hair And Scalp,'854102006183,27,Mielle,MIE,57,8.60,8oz
MIE639-6,Organics Pomegranate & Honey Leave In Conditioner,'854102006398,13,Mielle,MIE,57,8.60,12oz (6/cs)
MIE638-6,Organics Pomegranate & Honey Twisting Souffle,'854102006381,33,Mielle,MIE,57,8.60,12oz (6/cs)
MIE637-6,Organics Pomegranate & Honey Curl Smoothie,'854102006374,32,Mielle,MIE,57,8.60,12oz (6/cs)
MIE636-6,Pomegranate & Honey Coil Sculpting Custard,'850001265416,35,Mielle,MIE,57,8.60,12oz (6/cs)
MIE629-6,Organics Babassu Brazilian Curly Cocktail Curl Mousse,'854102006299,24,Mielle,MIE,57,9.25,7.5oz (6/cs)
MIE627-6,Babassu Brazilian Curly Cocktail Curl Cream,'854102006275,29,Mielle,MIE,57,9.25,7.5oz (6/cs)
MIE679-6,Organics Pomegranate & Honey Shampoo,'854102006794,3,Mielle,MIE,57,8.60,12oz (6/cs)
MIE674-6,Pomegranate & Honey Curl Refreshing Spray,'854102006749,36,Mielle,MIE,57,8.60,8oz (6/cs)
MIE670-24,Organics Pomegranate & Honey Leave-in Conditioner,'854102006701,14,Mielle,MIE,57,1.33,1.75oz
MIE681-24,Organics Pomegranate & Honey Coil Sculpting Custard,'854102006817,31,Mielle,MIE,57,1.33,1.75oz
MIE671-24,Organics Pomegranate & Honey Twisting Souffle,'854102006718,34,Mielle,MIE,57,1.33,1.75oz
MIE668-24,Babassu & Mint Deep Conditioner Pouch,'841020066887,7,Mielle,MIE,57,1.33,1.75oz
MIE677-6,Organics Rosemary Mint Strengthening Shampoo,'854102006770,5,Mielle,MIE,57,6.62,12oz (6/cs)
MIE678-6,Organics Rosemary Mint Multi-Vitamin Daily Styling Cream,'854102006787,40,Mielle,MIE,57,6.62,8oz (6/cs)
MIE673,Organics Rosemary Mint Scalp & Strengthening Hair Oil,'854102006732,28,Mielle,MIE,57,6.62,2oz (12/cs)
MIE676-6,Organics Rosemary Mint Strengthening Hair Masque,'854102006763,19,Mielle,MIE,57,6.62,12oz (6/cs)
MIE523-6,Organics Rice Water Milk,'850001265232,39,Mielle,MIE,57,6.62,8oz
MIE526-6,Organics Rice Water Collection Shine Mist,'850001265263,37,Mielle,MIE,57,6.29,4oz (6/cs)
MIE532-6,Organics Rice Water Collection Hydrating Shampoo,'850001265324,4,Mielle,MIE,57,6.29,8oz (8/cs)
MIE563-6,Organics Rice Water With Aloe Deep Conditioner,'850001265638,15,Mielle,MIE,57,6.29,8oz (6/cs)
MIE255-24,Rosemary Mint Strengthening Hair Masque w/Biotin 1.75,'850035582558,21,Mielle,MIE,57,1.33,1.75oz
MIE257-24,Rosemary Mint Blend Strengthening Leave-In Conditioner,'850035582572,18,Mielle,MIE,57,1.33,1.75oz
MIE642-6,Organics Pomegranate & Honey Curl Defining Mousse With Hold,'850001265300,25,Mielle,MIE,57,6.61,7.5oz (6/cs)
MIE562,"Edge Gel, Pomegranate & Honey Blend, Super Hold",'850001265621,22,Mielle,MIE,57,4.63,2oz (12/cs)
MIE604-6,Organics Moisturizing Avocado Hair Milk,'854102006046,38,Mielle,MIE,57,8.60,8oz
MIE680-6,Organics Pomegranate & Honey Conditioner,'854102006800,12,Mielle,MIE,57,8.60,12oz (6/cs)
MIE525,Rice Water Collection Split End Therapy,'850001265256,20,Mielle,MIE,57,6.62,2oz (12/cs)
MIE565-6,Rice Water & Aloe Itch Relief,'850001265652,41,Mielle,MIE,57,6.62,4oz (6/cs)
MIE225-6,Organics Rosemary Mint Strengthening Conditioner,'850035582251,16,Mielle,MIE,57,6.62,12oz (6/cs)
UB0954-6,Essence Semi Permanent Hair Color (Lava Red 954),'746817949544,3,My DNA,DNA,58,3.09,
UB0955-6,Semi Perm Scarlet,'746817949551,2,My DNA,DNA,58,3.09,
UB0962-6,Semi Perm Cherrywood,'746817949629,1,My DNA,DNA,58,3.09,
JM824,Tea Tree Oil Sheen,'021306218241,3,Black Magic,JM,59,2.35,2oz (12/cs)
JM801,Oil Sheen Spray - African Coconut,'021306218012,2,Black Magic,JM,59,3.82,10.5oz
JM802,Oil Sheen Spray - African Cherry,'021306218029,1,Black Magic,JM,59,3.82,10.5oz
JM809,After Shave Lotion,'021306218098,4,Black Magic,JM,59,3.82,14oz
JM815,Tonic After Shave Lotion - Alcohol Free,'021306218159,6,Black Magic,JM,59,3.82,14oz
JM816,After Shave Lotion - Bay Rum,'021306218166,5,Black Magic,JM,59,3.82,14oz
SIB110,Collection Edge Control Travel Size,'860289001231,2,She Is Bomb,SIB,60,2.75,1oz
SIB130,Glazee Hair Gel,'860001677508,3,She Is Bomb,SIB,60,7.25,4oz
SIB124,Collection Goo,'860289001248,6,She Is Bomb,SIB,60,8.50,2.5oz
SIB130,"Collection Glazee For Edges, Braids, And Twist Outs",'860289001262,5,She Is Bomb,SIB,60,7.25,4oz
SIB128,Collection Edge Control,'860289001286,1,She Is Bomb,SIB,60,6.99,3.5oz
SIB129,Hair Wax Stick,'860289001293,4,She Is Bomb,SIB,60,6.99,2.7oz
NAM11023-24,Hair Mayonnaise Treatment - Travel Packet,'632169110230,32,ORS,ORS,61,1.59,1.75oz (12/2/cs)
NAM11194-6,Olive Oil Zone Targeted No-lye Hair Relaxer,'632169111947,9,ORS,ORS,61,3.98,8oz
NAM12198-6,Olive Oil Max Moisture Super Nourishing Daily Curl Creme,'632169121984,59,ORS,ORS,61,5.49,
NAM11021B,Mayonnaise,'632169123216,31,ORS,ORS,61,,
NAM21014-6,Olive Oil Relax & Restore Promote Growth Therapy Oil,'632169210145,33,ORS,ORS,61,6.37,6oz
NAM21021-6,Olive Oil Max Moisture Super Soft Style Curl Defining Mousse,'632169210213,44,ORS,ORS,61,5.49,207ml
NAM21022-6,Olive Oil Deep Cleansing Creamy Aloe Shampoo,'632169210220,14,ORS,ORS,61,5.49,473ml
NAM21025-6,Olive Oil Deep Cleansing Creamy Aloe Shampoo,'632169210251,13,ORS,ORS,61,3.61,8oz
NAM21027-6,Olive Oil Replenishing Conditioner With Sweet Orange Oil,'632169210275,29,ORS,ORS,61,3.61,8oz
NAM21079-6,Incredibly Rich Oil Moisturizing Hair Lotion,'632169210794,49,ORS,ORS,61,6.16,
NAM21101-6.,Olive Oil Texlax & Stretch Semi-Straightening System,'632169211012,7,ORS,ORS,61,,7.75oz
NAM21101-6.,Olive Oil Texlax & Stretch Semi-Straightening System,'632169211012,8,ORS,ORS,61,,7.75oz
NAM23101,"Olive Oil Braid Sheen Spray Lavender, Acai & Biotin",'632169231010,50,ORS,ORS,61,4.39,
NAM23103,Olive Oil Revitalizing Sheen Spray,'632169231034,64,ORS,ORS,61,4.39,
NAM11011,Fertilizing Serum,'632169110117,48,ORS,ORS,61,8.87,2oz (12/cs)
NAM11043,Carrot Oil Strengthening Hair Cream,'632169110438,47,ORS,ORS,61,5.66,6oz (12/cs)
NAM12011,Tea Tree Soothing Hair & Scalp Oil,'632169120116,74,ORS,ORS,61,3.75,5.5oz (12/cs)
NAM12014,Roots Coconut Oil Hair & Scalp Condition,'632169120147,73,ORS,ORS,61,3.99,5.5oz
NAM11032,"Organic Root Stimulator Lock And Twist Gel, Jar",'632169110322,42,ORS,ORS,61,3.98,13oz (12/cs)
NAM11038-6,Lock & Twist Gel,'632169110384,37,ORS,ORS,61,9.34,670g (6/cs)
NAM11041,Organic Root Tea Tree Oil Anti Bump Spray,'632169110414,72,ORS,ORS,61,4.70,4oz (12/cs)
NAM11034,Organic Root Stimulator Tea Tree Oil Anti-Bump Lotion,'632169110346,71,ORS,ORS,61,5.50,4oz (12/cs)
NAM19169-6,Olive Oil Girls Texture Softening System Kit,'632169191697,54,ORS,ORS,61,5.50,(6/cs)
NAM11155-6,Olive Oil Girls No-Lye Conditioning Hair Relaxer System Kit,'632169191550,3,ORS,ORS,61,5.99,
NAM11157-6,Olive Oil Girls - Hair And Scalp Lotion,'632169191574,53,ORS,ORS,61,4.34,8.5oz (6/cs)
NAM11156-6,Olive Oil Girls Healthy Style Hair Pudding,'632169191567,52,ORS,ORS,61,4.70,13oz (6/cs)
NAM11153-6,Olive Oil Girls Moisture Rich Conditioner,'632169191536,24,ORS,ORS,61,3.54,13oz (8/cs)
NAM11154-6,Olive Oil Girls Leave In Conditioning Detangler,'632169191543,23,ORS,ORS,61,3.54,8.5oz (6/cs)
NAM11151-6,Olive Oil Girls Fly-Away Taming Hair Gel,'632169191512,40,ORS,ORS,61,4.27,5oz (6/cs)
NAM11152-6,Olive Oil Girls Gentle Cleanse Shampoo,'632169191529,15,ORS,ORS,61,3.54,13oz (6/cs)
NAM11099,Olive Oil Built In Protection No Lye Extra Strength Hair Relaxer Kit,'632169110995,1,ORS,ORS,61,6.59,(12/cs)
NAM11098,Organic Root Stimulator Olive Oil No Lye Relaxer Kit Medium Hair - Normal,'632169110988,11,ORS,ORS,61,6.59,(12/cs)
NAM11195-6,Olive Oil Curl Stretching Texturizer Kit,'632169111954,2,ORS,ORS,61,5.49,272g
NAM11102,Olive Oil Moisture Restore Creamy Aloe Shampoo,'632169111022,17,ORS,ORS,61,4.69,12.5oz (12/cs)
NAM11079,Olive Oil Incredibly Rich Moisturizing Hair Lotion,'632169110797,57,ORS,ORS,61,4.69,8.5oz (12/cs)
NAM11108,Olive Oil Conditioner Replenishing,'632169111084,22,ORS,ORS,61,4.85,12.25oz (12/cs)
NAM11107,Organic Root Stimulator Hair Mousse - Olive Oil Wrap & Set,'632169111077,46,ORS,ORS,61,4.99,7oz (12/cs)
NAM11166-24,Organic Root Stimulator Olive Oil Creamy Aloe Shampoo,'632169111664,20,ORS,ORS,61,1.00,1.75oz (2/cs)
NAM11044,Organic Root Stimulator Olive Oil Creme Hair Dress,'632169110445,68,ORS,ORS,61,5.99,6oz (12/cs)
NAM11700,Olive Oil Sheen Nourishing Spray Original,'632169117000,66,ORS,ORS,61,4.39,11.7oz (12/cs)
NAM11700,Olive Oil Sheen Nourishing Spray Original,'632169117000,67,ORS,ORS,61,4.39,11.7oz (12/cs)
NAM11176,Organic Root Stimulator - Olive Oil Edge Control Hair Gel,'632169111763,43,ORS,ORS,61,4.27,2.25oz (12/cs)
NAM11164,Organic Root Stimulator Olive Oil Smooth N Hold Pudding,'632169111640,70,ORS,ORS,61,5.49,13oz (12/cs)
NAM11114,Olive Oil Glossing Hair Polisher - Frizz Control & Shine,'632169111145,55,ORS,ORS,61,6.73,6oz (12/cs)
NAM11163,Olive Oil Heat Protection Hair Serum,'632169111633,56,ORS,ORS,61,6.76,6oz
NAM11121,"Organic Root Stimulator Olive Oil Creme Relaxer, Extra Strength",'632169111213,10,ORS,ORS,61,6.73,18.75oz (12/cs)
NAM11120,Olive Oil Professional Creme Relaxer Jar Normal Strength,'632169111206,6,ORS,ORS,61,6.73,18.75oz (12/cs)
NAM11144-6,Olive Oil Professional Neutralizing Shampoo,'632169111442,18,ORS,ORS,61,7.89,33oz (6/cs)
NAM11124-6,Olive Oil Moisturizing Hair Lotion,'632169111244,60,ORS,ORS,61,10.28,24oz (6/cs)
NAM11145-6,Olive Oil Professional Replenishing Conditioner,'632169111459,27,ORS,ORS,61,10.28,33.8oz (6/cs)
NAM11525,Olive Oil Sheen Nourishing Spray,'632169115259,65,ORS,ORS,61,2.38,2.7oz (12/cs)
NAM11092-6,Olive Oil New Growth Extra Strength Hair Relaxer,'632169110926,5,ORS,ORS,61,3.99,
NAM11091-6,Olive Oil New Growth No-Lye Hair Relaxer Kit,'632169110919,4,ORS,ORS,61,3.99,27.22g (6/cs)
NAM11703-6,Olive Oil 2-n-1 Heat Defense & Shine Mist,'632169117031,61,ORS,ORS,61,5.99,4.6oz (6/cs)
NAM11183-24,Olive Oil Edge Control Hair Gel Stick,'632169111831,38,ORS,ORS,61,,2.25oz (6/cs)
NAM11184-6,Olive Oil Sulfate Free Shampoo - Hydrating,'632169111848,19,ORS,ORS,61,4.99,12.5oz (8/cs)
NAM11803-4,Olive Oil Fix-It Super Hold Spray,'632169118038,51,ORS,ORS,61,4.51,6.75oz (4/cs)
NAM11800-4,Olive Oil Fix-IT Ultra Hold Wig Grip Gel,'632169118007,39,ORS,ORS,61,4.40,5oz
NAM21806-6,Olive Oil Max Moisture Daily Styling Lotion,'632169121809,58,ORS,ORS,61,5.50,12.5oz (6/cs)
NAM21028-6,Olive Oil Replenishing Conditioner,'632169210282,28,ORS,ORS,61,,16oz
NAM11048-6,Olive Oil Nourishing Exotic Scalp Oil,'632169110483,62,ORS,ORS,61,4.48,4.3oz (6/cs)
NAM12182-6,Olive Oil Style & Sculpt Perfect Blend Wax Stick Styler,'632169121823,41,ORS,ORS,61,5.21,
NAM21017-6,Olive Oil Max Moisture Deep Conditioner,'632169210176,25,ORS,ORS,61,6.99,20oz (6/cs)
NAM21016-6,Olive Oil Super Hydrating Sulfate Free Shampoo,'632169210169,16,ORS,ORS,61,5.49,16oz (8/cs)
NAM21020-6,Olive Oil Max Moisture Leave-In Conditioner,'632169210206,26,ORS,ORS,61,5.49,16oz (6/cs)
NAM21015-6,Olive Oil Relax & Restore Retain Length Seal & Wrap Serum,'632169210152,45,ORS,ORS,61,6.37,4oz (6/cs)
NAM21013-6,Olive Oil Relax & Restore Maintain Moisture Hair Balm,'632169210138,63,ORS,ORS,61,6.99,8.5oz (6/cs)
NAM11101-24,Organic Root Stimulator Olive Oil Pack,'632169111015,69,ORS,ORS,61,1.37,1.75oz
NAM11010,Organic Root Stimulator Hair Fertilizer,'632169110100,34,ORS,ORS,61,5.80,6oz (12/cs)
JFOHE06-6,5 In 1 Rejuvenating Shampoo,'743690050350,12,ORS,ORS,61,4.72,13oz (6/cs)
JFOHE02,Growth Booster With Pro Vitamin-B5,'743690050312,30,ORS,ORS,61,8.32,6oz
JFOHE05,Original Growth Booster,'743690050336,35,ORS,ORS,61,3.60,54g
JFOHE07,Root & Scalp Pro Vitamin-B5 Growth Tonic,'743690050367,36,ORS,ORS,61,9.31,1.69oz
JFOHE08-6,5 In 1 Rejuvenating Conditioner,'743690050374,21,ORS,ORS,61,4.72,13oz (6/cs)
ORX91005-4,Nourishing + Coconut Milk Moisturizing Hair Shampoo,'022796910059,3,OGX,ORG,62,6.39,13oz (6/cs)
ORX91431,Weightless Hydration Coconut Water Shampoo,'022796914316,12,OGX,ORG,62,4.80,13oz
ORX91432,Weightless Hydration Conditioner Coconut Water,'022796914323,22,OGX,ORG,62,4.80,385g
ORX91751,Anti Breakage Keratin Oil Shampoo,'022796918581,1,OGX,ORG,62,4.80,19.5oz
ORX91014,Organix Shampoo Tea Tree Mint Bonus Hydrating,'022796918932,4,OGX,ORG,62,4.80,19.5oz
ORX68184-4,"Conditioner, Clarifying Strength +, Rosemary Mint",'052800681842,15,OGX,ORG,62,6.39,13oz
ORX68187-4,"Shampoo, Clarifying Strength +, Rosemary Mint",'052800681873,7,OGX,ORG,62,6.39,13oz
ORX91006-4,Organix Nourishing Coconut Milk Conditioner,'022796918925,19,OGX,ORG,62,6.39,13oz (8/cs)
ORX91601,"Shampoo, Ever Straight, Brazilian Keratin Therapy",'022796916013,8,OGX,ORG,62,4.80,13oz (8/cs)
ORX91602,Ever Straight Brazilian Keratin Therapy Shampoo,'022796918864,2,OGX,ORG,62,4.80,13oz
ORX91611-4,Renewing Argan Oil Of Morocco Shampoo,'022796918116,6,OGX,ORG,62,6.39,13oz (6/cs)
